Customer ID,RFM_Segment
0618-XWMSS,At Risk
2565-JSLRY,Lost
6689-KXGBO,Lost
6615-NGGZJ,At Risk
4255-DDUOU,Lost
2984-MIIZL,Lost
5590-YRFJT,At Risk
3677-TNKIO,At Risk
3329-WDIOK,Lost
2873-ZLIWT,Loyal Customers
3415-TAILE,Lost
1915-IOFGU,Lost
3045-XETSH,At Risk
7239-HZZCX,Lost
7683-CBDKJ,At Risk
0628-CNQRM,At Risk
7665-TOALD,Lost
0112-QWPNC,Loyal Customers
2777-PHDEI,Lost
1196-AMORA,Lost
4282-YMKNA,Lost
5356-RHIPP,Lost
0746-JTRFU,Lost
4628-CTTLA,Loyal Customers
2876-VBBBL,Lost
6834-NXDCA,Lost
5597-GLBUC,Lost
2748-MYRVK,Loyal Customers
4822-YCXMX,At Risk
9821-POOTN,Loyal Customers
6559-ILWKJ,Loyal Customers
4229-CZMLL,Lost
3663-MITLP,At Risk
9025-ZRPVR,Lost
3285-UCQVC,At Risk
3737-GCSPV,Loyal Customers
4088-YLDSU,Loyal Customers
5797-APWZC,Lost
3683-QKIUE,Lost
4228-ZGYUW,Lost
3519-ZKXGG,Lost
6416-TVAIH,Lost
5108-ADXWO,At Risk
3066-RRJIO,Lost
6715-OFDBP,Lost
1567-DSCIC,Lost
2150-UWTFY,Loyal Customers
2683-BPJSO,At Risk
2157-MXBJS,At Risk
1087-UDSIH,Lost
5445-PZWGX,Loyal Customers
9170-CCKOU,At Risk
1043-YCUTE,Loyal Customers
3814-MLAXC,Loyal Customers
1226-UDFZR,Lost
5442-UTCVD,Lost
7734-DBOAI,Lost
2114-MGINA,At Risk
4489-SNOJF,Loyal Customers
2187-LZGPL,Lost
9019-QVLZD,Lost
3707-LRWZD,Loyal Customers
1455-ESIQH,Lost
2979-SXESE,At Risk
4013-TLDHQ,At Risk
6121-VZNQB,Lost
6996-KNSML,Lost
2592-SEIFQ,Lost
8642-GVWRF,Lost
3400-ESFUW,Loyal Customers
2057-ZBLPD,Loyal Customers
5502-RLUYV,Champions
9039-RBEEE,At Risk
8417-FMLZI,At Risk
0515-YPMCW,Lost
0378-XSZPU,Loyal Customers
4729-XKASR,Lost
5449-FIBXJ,Loyal Customers
9837-BMCLM,Lost
0137-UDEUO,Lost
4925-LMHOK,At Risk
1455-UGQVH,At Risk
8280-MQRQN,Lost
2037-SGXHH,Loyal Customers
3178-FESZO,Lost
6087-MVHJH,At Risk
4603-JANFB,Lost
3018-TFTSU,At Risk
4806-KEXQR,Lost
7083-YNSKY,At Risk
7434-SHXLS,Lost
7908-QCBCA,Lost
6711-FLDFB,Lost
4702-IOQDC,Lost
6178-KFNHS,At Risk
1264-BYWMS,Loyal Customers
9658-WYUFB,At Risk
2013-SGDXK,Lost
3506-LCJDC,Lost
3934-HXCFZ,Loyal Customers
7666-WKRON,Loyal Customers
4910-AQFFX,At Risk
2154-KVJFF,At Risk
9647-ERGBE,Loyal Customers
3428-XZMAZ,Lost
0378-TOVMS,Lost
4355-HBJHH,Loyal Customers
0318-QUUOB,Lost
5520-FVEWJ,At Risk
5572-ZDXHY,At Risk
3750-CKVKH,Lost
4547-KQRTM,At Risk
4877-EVATK,Lost
7639-SUPCW,At Risk
4658-HCOHW,Loyal Customers
3440-JPSCL,Lost
2889-FPWRM,Champions
4290-BSXUX,Lost
0325-XBFAC,Lost
2462-XIIJB,Lost
4760-XOHVN,Lost
7817-BOQPW,Lost
1853-UDXBW,Lost
5458-CQJTA,Champions
5219-YIPTK,Loyal Customers
3540-RZJYU,At Risk
2091-MJTFX,Loyal Customers
0883-EIBTI,Lost
7571-YXDAD,Lost
3393-FMZPV,At Risk
7486-KSRVI,Loyal Customers
8443-WVPSS,Loyal Customers
3006-XIMLN,Lost
6305-YLBMM,Loyal Customers
3647-GMGDH,Loyal Customers
6595-COKXZ,Lost
0362-ZBZWJ,Loyal Customers
4211-MMAZN,Lost
4274-OWWYO,Lost
1541-ETJZO,Lost
4106-HADHQ,Loyal Customers
2369-UAPKZ,Lost
0637-KVDLV,Lost
6633-MPWBS,Lost
8785-EPNCG,Lost
5729-KLZAR,Lost
1582-RAFML,Lost
8740-CRYFY,Lost
2962-XPMCQ,Lost
1678-FYZOW,Lost
8627-EHGIP,Loyal Customers
5480-TBGPH,At Risk
8854-CCVSQ,At Risk
0511-JTEOY,Lost
6532-YLWSI,Loyal Customers
5175-AOBHI,Lost
5174-RNGBH,Lost
7270-BDIOA,At Risk
9565-JSNFM,Loyal Customers
0607-DAAHE,Loyal Customers
9732-KPKBW,Lost
9560-ARGQJ,At Risk
5134-IKDAY,Lost
5380-AFSSK,Lost
8714-EUHJO,Loyal Customers
3721-CNEYS,Lost
2568-OIADY,Loyal Customers
1193-RTSLK,Loyal Customers
5923-GXUOC,At Risk
4432-ADRLB,Lost
8993-PHFWD,Lost
1565-RHDJD,Lost
3765-JXVKY,Lost
7330-WZLNC,Lost
6635-MYYYZ,Loyal Customers
5378-IKEEG,Lost
6413-XKKPU,At Risk
1449-XQEMT,Lost
2626-URJFX,Lost
2612-RRIDN,Lost
4735-ASGMA,At Risk
3669-LVWZB,Lost
6892-EZDTG,Lost
9725-SCPZG,Lost
5884-GCYMI,Lost
7853-GVUDZ,Lost
3943-KDREE,At Risk
9239-ZBZZV,Lost
4398-HSCJH,Lost
4430-UZIPO,Lost
4855-SNKMY,Lost
8008-HAWED,At Risk
1502-XFCVR,Loyal Customers
9692-TUSXH,At Risk
7912-SYRQT,Lost
8292-TYSPY,At Risk
1867-BDVFH,At Risk
2359-QWQUL,Loyal Customers
9103-TCIHJ,At Risk
4140-WJAWW,Lost
6653-CBBOM,Lost
6101-IMRMM,Lost
8943-URTMR,Lost
2955-PSXOE,Lost
7762-URZQH,Loyal Customers
6907-NZZIJ,Loyal Customers
2911-UREFD,Loyal Customers
3744-ZRRDZ,At Risk
5673-TIYIB,Lost
1602-IJQQE,Lost
4628-WQCQQ,Loyal Customers
1644-IRKSF,Loyal Customers
3705-PSNGL,At Risk
2606-RMDHZ,Lost
6861-OKBCE,Lost
9940-RHLFB,Lost
1383-EZRWL,Lost
4759-TRPLW,Lost
8563-IIOXK,At Risk
2982-VPSGI,At Risk
8199-ZLLSA,Loyal Customers
4625-EWPTF,Lost
5980-NOPLP,Champions
9874-QLCLH,At Risk
6000-APYLU,Lost
0947-IDHRQ,Lost
9048-JVYVF,Lost
1902-XBTFB,At Risk
2794-XIMMO,Loyal Customers
8382-SHQEH,At Risk
2983-ZANRP,Lost
7845-URHJN,Lost
3034-ZBEQN,Loyal Customers
0302-JOIVN,At Risk
5366-IJEQJ,At Risk
1981-INRFU,Lost
4971-PUYQO,At Risk
1527-SXDPN,Loyal Customers
8634-CILSZ,Loyal Customers
6682-QJDGB,Loyal Customers
8780-IXSTS,Lost
9530-EHPOH,At Risk
0345-HKJVM,Lost
3049-SOLAY,At Risk
3235-ETOOB,At Risk
8058-INTPH,Lost
8821-XNHVZ,Lost
2082-OJVTK,Loyal Customers
5940-NFXKV,At Risk
8053-WWDRO,Lost
9564-KCLHR,Lost
2082-CEFLT,Lost
1213-NGCUN,Lost
5688-KZTSN,At Risk
2894-QOJRX,At Risk
3143-JQEGI,At Risk
6386-SZZKH,Loyal Customers
3521-SYVOR,Loyal Customers
9526-JAWYF,At Risk
5649-VUKMC,At Risk
4919-IKATY,At Risk
9050-QLROH,At Risk
0877-SDMBN,Loyal Customers
8065-YKXKD,At Risk
9637-EIHEQ,Lost
9689-PTNPG,Lost
9465-RWMXL,Loyal Customers
2362-IBOOY,Loyal Customers
0843-WTBXE,Loyal Customers
5515-IDEJJ,At Risk
5376-DEQCP,Lost
9095-HFAFX,Lost
2379-ENZGV,Lost
2722-VOJQL,Loyal Customers
5228-EXCET,At Risk
7394-FKDNK,At Risk
6331-LWDTQ,At Risk
1597-FZREH,Lost
0727-IWKVK,Lost
3512-IZIKN,Champions
6141-OOXUQ,Lost
7503-ZGUZJ,Lost
8718-PTMEZ,Lost
2207-OBZNX,Lost
6142-VSJQO,Lost
6437-UKHMV,Lost
1114-CENIM,Loyal Customers
6289-CPNLD,Loyal Customers
5536-SLHPM,Champions
8837-VVWLQ,Lost
2696-NARTR,At Risk
7614-QVWQL,Loyal Customers
1809-DMJHQ,Lost
6923-EFPNL,Lost
9574-RKJIF,Loyal Customers
2619-WFQWU,Lost
0778-NELLA,Lost
4614-NUVZD,Lost
3803-KMQFW,Lost
6804-GDMOI,Loyal Customers
9572-MTILT,Champions
9611-CTWIH,Lost
0329-GTIAJ,Lost
6629-CZTTH,Lost
5364-EVNIB,At Risk
5087-SUURX,At Risk
4929-BSTRX,Lost
2225-ZRGSG,Champions
5271-YNWVR,Champions
6330-JKLPC,Loyal Customers
4667-OHGKG,Lost
1660-HSOOQ,Lost
7253-UVNDW,Loyal Customers
7228-OMTPN,Lost
2344-JMOGN,At Risk
3799-ISUZQ,Loyal Customers
1794-HBQTJ,Lost
4818-DRBQT,Loyal Customers
1320-HTRDR,Lost
1493-AMTIE,Lost
6424-ELEYH,Lost
4391-RESHN,At Risk
6821-BUXUX,At Risk
9801-GDWGV,Loyal Customers
2320-JRSDE,Lost
0601-WZHJF,At Risk
5143-WMWOG,Lost
5393-RXQSZ,Lost
0231-LXVAP,Lost
9444-JTXHZ,Lost
5510-BOIUJ,Lost
4471-KXAUH,Loyal Customers
7638-QVMVY,Lost
3244-DCJWY,Lost
7812-FZHPE,At Risk
4797-AXPXK,Lost
5229-PRWKT,Lost
5057-LCOUI,At Risk
0156-FVPTA,At Risk
1984-FCOWB,Champions
0654-HMSHN,Loyal Customers
5196-SGOAK,Lost
6108-OQZDQ,At Risk
0363-QJVFX,Loyal Customers
9840-DVNDC,Lost
8042-JVNFH,Lost
3374-LXDEV,At Risk
5049-GLYVG,Lost
5883-GTGVD,At Risk
4817-QRJSX,At Risk
9985-MWVIX,Lost
2237-ZFSMY,Loyal Customers
6711-VTNRE,Loyal Customers
4548-SDBKE,Lost
8066-POXGX,Lost
4143-OOBWZ,Lost
7854-EKTJL,Lost
9102-IAYHT,Loyal Customers
3422-LYEPQ,Lost
4361-JEIVL,Lost
9507-EXLTT,Lost
9846-GKXAS,Lost
6017-PPLPX,At Risk
4581-SSPWD,Lost
0378-NHQXU,Loyal Customers
4512-ZUIYL,Lost
7969-AULMZ,At Risk
0568-ONFPC,Lost
0733-VUNUW,At Risk
4550-EVXNY,Lost
2968-SSGAA,At Risk
6777-TGHTM,Loyal Customers
3538-WZPHD,Lost
8610-WFCJF,Loyal Customers
4905-JEFDW,Lost
7881-INRLC,Loyal Customers
0117-LFRMW,Loyal Customers
6172-FECYY,Loyal Customers
4786-UKSNZ,Lost
4192-GORJT,At Risk
7240-ETPTR,Lost
2202-CUYXZ,Lost
5995-OIGLP,At Risk
6261-RCVNS,Loyal Customers
7951-QKZPL,Loyal Customers
3640-PHQXK,Loyal Customers
8019-ENHXU,Loyal Customers
9033-EOXWV,At Risk
1522-VVDMG,At Risk
9185-TQCVP,At Risk
8063-RJYNF,At Risk
0687-ZVTHB,Champions
9661-ACXBS,Loyal Customers
3727-RJMEO,At Risk
5685-IIXLY,Lost
4250-ZBWLV,Loyal Customers
5095-AESKG,Lost
1871-MOWRM,Loyal Customers
2027-OAQQC,At Risk
1555-DJEQW,Champions
0519-XUZJU,Lost
6338-AVWCY,Lost
9445-SZLCH,Loyal Customers
7568-PODML,Lost
5349-IECLD,Lost
3945-GFWQL,Lost
3797-VTIDR,At Risk
9526-BIHHD,Lost
4523-WXCEF,Champions
8364-TRMMK,Lost
3063-QFSZL,Lost
9249-FXSCK,Loyal Customers
5493-SDRDQ,Lost
0871-URUWO,At Risk
0870-VEMYL,Lost
3982-XWFZQ,Loyal Customers
4009-ALQFH,At Risk
3627-FCRDW,Lost
7562-GSUHK,At Risk
4903-UYAVB,Lost
6776-TLWOI,Lost
4077-CROMM,Loyal Customers
2868-MZAGQ,Lost
4847-QNOKA,Lost
6379-RXJRQ,At Risk
8650-RHRKE,Lost
0475-RIJEP,Loyal Customers
1260-TTRXI,Lost
4789-KWMXN,Loyal Customers
2867-UIMSS,Lost
8111-RKSPX,Lost
1585-MQSSU,At Risk
8559-CIZFV,At Risk
7547-EKNFS,Loyal Customers
4439-JMPMT,Lost
2575-GFSOE,Lost
2842-JTCCU,Lost
9681-OXGVC,Lost
7153-OANIO,Lost
6521-YYTYI,Lost
8878-HMWBV,Lost
3751-KTZEL,Lost
0328-GRPMV,Lost
4195-SMMNX,Lost
6956-SMUCM,Lost
3223-WZWJM,At Risk
9053-JZFKV,Loyal Customers
2530-ENDWQ,Champions
6615-ZGEDR,Lost
9250-WYPLL,Lost
2754-XBHTB,Lost
7055-VKGDA,Loyal Customers
0754-UKWQP,Lost
7493-TPUWZ,Lost
1577-HKTFG,Loyal Customers
8752-STIVR,Lost
4558-FANTW,Loyal Customers
7623-TRNQN,Lost
9330-IJWIO,At Risk
1842-EZJMK,Loyal Customers
8079-XRJRS,Champions
8073-IJDCM,Lost
2869-ADAWR,Loyal Customers
9894-EZEWG,Lost
7851-FLGGQ,Lost
0637-UBJRP,Loyal Customers
0940-OUQEC,At Risk
0702-PGIBZ,Lost
1963-VAUKV,Lost
3058-HJCUY,Loyal Customers
3259-FDWOY,Champions
0807-ZABDG,Lost
5748-RNCJT,Loyal Customers
7739-LAXOG,Loyal Customers
6034-ZRYCV,Loyal Customers
2079-FBMZK,Lost
6608-QQLVK,Lost
6302-JGYRJ,Loyal Customers
3685-YLCMQ,Loyal Customers
8761-NSOBC,Loyal Customers
8413-VONUO,Lost
9223-UCPVT,Lost
4351-QLCSU,Lost
5419-JPRRN,Lost
2100-BDNSN,Lost
0488-GSLFR,Lost
9318-NKNFC,Lost
9728-FTTVZ,Lost
7254-IQWOZ,Lost
0742-NXBGR,Lost
6110-OHIHY,Lost
5889-LFOLL,At Risk
5708-EVONK,Champions
8708-XPXHZ,Loyal Customers
7016-BPGEU,At Risk
6876-ADESB,Lost
1963-SVUCV,Lost
0220-EBGCE,Lost
2754-VDLTR,At Risk
3190-XFANI,Loyal Customers
7551-DACSP,Lost
0520-FDVVT,Loyal Customers
1444-VVSGW,Champions
5712-PTIWW,Lost
3315-TOTBP,At Risk
1518-VOWAV,Lost
5909-ECHUI,Lost
1309-BXVOQ,Loyal Customers
2856-HYAPG,Lost
4488-PSYCG,At Risk
6906-ANDWJ,At Risk
1031-IIDEO,Lost
5832-XKAES,Lost
4701-AHWMW,Loyal Customers
9210-IAHGH,Lost
0023-XUOPT,At Risk
4592-IWTJI,Lost
6518-LGAOV,Loyal Customers
7242-QZLXF,Lost
4576-CSAJH,At Risk
1000-AJSLD,Lost
1062-LHZOD,Lost
9600-NAXZN,Loyal Customers
6457-USBER,Lost
4662-EKDPQ,Lost
9259-PACGQ,Loyal Customers
4415-IJZTP,Lost
1465-VINDH,At Risk
2810-FTLEM,At Risk
1925-TIBLE,At Risk
1447-GIQMR,Lost
0872-NXJYS,Lost
9412-ARGBX,Loyal Customers
2737-WFVYW,Lost
9850-OWRHQ,Lost
8676-TRMJS,Lost
8182-PNAGI,At Risk
2180-DXNEG,At Risk
5515-AKOAJ,Loyal Customers
8976-OQHGT,At Risk
5294-CDGWY,Loyal Customers
5295-PCJOO,Lost
9863-JZAIC,Loyal Customers
7660-HDPJV,Lost
7931-PXHFC,Loyal Customers
4919-MOAVT,Lost
3090-HAWSU,Loyal Customers
9820-RMCQV,At Risk
7839-QRKXN,Lost
5204-QZXPU,At Risk
4597-ELFTS,Loyal Customers
8450-JOVAH,Lost
1113-IUJYX,Loyal Customers
7758-XKCBS,Lost
8992-JQYUN,Lost
0617-AQNWT,Champions
2446-PLQVO,Lost
8784-CGILN,At Risk
9451-LPGOO,Lost
2025-JKFWI,At Risk
4078-SAYYN,At Risk
9940-HPQPG,At Risk
6618-RYATB,Lost
9079-YEXQJ,Loyal Customers
2685-SREOM,Loyal Customers
0402-CQAJN,Loyal Customers
6692-UDPJC,At Risk
0295-PPHDO,Lost
1195-OIYEJ,At Risk
5906-CVLHP,Loyal Customers
4501-EQDRN,Lost
2990-HWIML,Lost
7384-GHBPI,Lost
7603-USHJS,At Risk
5876-HZVZM,Lost
3085-QUOZK,Lost
3926-CUQZX,Lost
1041-RXHRA,Loyal Customers
1750-CSKKM,Lost
8267-ZNYVZ,Loyal Customers
6457-GIRWB,Lost
1450-SKCVI,Loyal Customers
5570-PTWEH,Lost
6502-MJQAE,Lost
7693-LCKZL,Lost
0032-PGELS,Lost
6797-LNAQX,Champions
6394-MFYNG,Loyal Customers
8155-IBNHG,Loyal Customers
4745-LSPLO,Lost
8083-YTZES,Lost
3976-BWUCK,Loyal Customers
3585-ISXZP,Lost
4174-LPGTI,Loyal Customers
2108-XWMPY,Lost
6304-IJFSQ,Lost
0093-XWZFY,Loyal Customers
7703-ZEKEF,At Risk
5482-NUPNA,Lost
1122-JWTJW,Lost
1699-HPSBG,At Risk
8775-CEBBJ,Lost
0639-TSIQW,Loyal Customers
7590-VHVEG,Lost
5575-GNVDE,Loyal Customers
7795-CFOCW,At Risk
1452-KIOVK,At Risk
6713-OKOMC,Lost
6388-TABGU,Loyal Customers
9763-GRSKD,At Risk
7469-LKBCI,At Risk
8091-TTVAX,Champions
5129-JLPIS,At Risk
3655-SNQYZ,Champions
8191-XWSZG,Loyal Customers
9959-WOFKT,Loyal Customers
4183-MYFRB,At Risk
1680-VDCWW,Loyal Customers
3638-WEABW,Champions
6322-HRPFA,Loyal Customers
6865-JZNKO,Loyal Customers
5248-YGIJN,Champions
6827-IEAUQ,Loyal Customers
7310-EGVHZ,Lost
6234-RAAPL,Champions
6572-ADKRS,Loyal Customers
8865-TNMNX,Loyal Customers
9489-DEDVP,Champions
9867-JCZSP,Loyal Customers
4671-VJLCL,Loyal Customers
4080-IIARD,At Risk
3714-NTNFO,Loyal Customers
5948-UJZLF,Lost
7639-LIAYI,Loyal Customers
2954-PIBKO,Champions
8769-KKTPH,Champions
3957-SQXML,Loyal Customers
5954-BDFSG,Loyal Customers
0434-CSFON,Champions
1215-FIGMP,Loyal Customers
0526-SXDJP,Champions
0557-ASKVU,At Risk
5122-CYFXA,Lost
8627-ZYGSZ,Champions
3410-YOQBQ,Loyal Customers
3170-NMYVV,Loyal Customers
7410-OIEDU,At Risk
2273-QCKXA,Lost
0731-EBJQB,Loyal Customers
8028-PNXHQ,Champions
5630-AHZIL,Lost
6416-JNVRK,Loyal Customers
5590-ZSKRV,At Risk
3887-PBQAO,Loyal Customers
8108-UXRQN,At Risk
9919-YLNNG,Loyal Customers
0318-ZOPWS,Loyal Customers
4445-ZJNMU,Lost
4808-YNLEU,Loyal Customers
1862-QRWPE,Champions
2796-NNUFI,Loyal Customers
3016-KSVCP,Loyal Customers
4767-HZZHQ,Loyal Customers
7233-PAHHL,Loyal Customers
6067-NGCEU,Loyal Customers
9848-JQJTX,Loyal Customers
9803-FTJCG,Champions
3212-KXOCR,Loyal Customers
6380-ARCEH,Lost
3679-XASPY,Lost
7123-WQUHX,Loyal Customers
6180-YBIQI,Lost
6728-DKUCO,Champions
9750-BOOHV,At Risk
8597-CWYHH,Loyal Customers
2848-YXSMW,Champions
4549-ZDQYY,Loyal Customers
5712-AHQNN,Loyal Customers
5256-SKJGO,Loyal Customers
3071-VBYPO,Lost
9560-BBZXK,At Risk
8402-OOOHJ,Loyal Customers
9445-ZUEQE,Loyal Customers
1091-SOZGA,Champions
2928-HLDBA,Lost
6497-TILVL,Lost
7219-TLZHO,Lost
4622-YNKIJ,Loyal Customers
6734-PSBAW,Loyal Customers
3930-ZGWVE,Lost
2876-GZYZC,At Risk
8587-XYZSF,Loyal Customers
7799-LGRDP,Loyal Customers
7850-VWJUU,At Risk
3774-VBNXY,Loyal Customers
6217-KDYWC,Loyal Customers
1095-WGNGG,Champions
2636-SJDOU,Loyal Customers
5716-EZXZN,Champions
6837-BJYDQ,Lost
6440-DKQGE,Loyal Customers
3466-BYAVD,At Risk
3780-YVMFA,At Risk
1679-JRFBR,Champions
9073-ZZIAY,Champions
3077-RSNTJ,At Risk
6551-GNYDG,Loyal Customers
9167-APMXZ,At Risk
2749-CTKAJ,Loyal Customers
6371-NZYEG,Loyal Customers
7554-NEWDD,Lost
8992-VONJD,At Risk
4482-EWFMI,Lost
4648-YPBTM,Loyal Customers
2907-ILJBN,Loyal Customers
6345-FZOQH,Champions
5997-OPVFA,Champions
1159-WFSGR,Loyal Customers
7654-YWJUF,Loyal Customers
6727-IOTLZ,Loyal Customers
5918-VUKWP,At Risk
1744-JHKYS,Loyal Customers
5947-SGKCL,Loyal Customers
3712-PKXZA,Champions
6582-OIVSP,Lost
5524-KHNJP,Champions
4827-USJHP,At Risk
8167-GJLRN,Lost
0956-SYCWG,At Risk
8017-UVSZU,Loyal Customers
7100-FQPRV,Champions
2984-RGEYA,Champions
9680-NIAUV,Champions
2146-EGVDT,Champions
2604-IJPDU,At Risk
9178-JHUVJ,At Risk
6168-YBYNP,Loyal Customers
7255-SSFBC,Champions
3645-DEYGF,Lost
9323-HGFWY,At Risk
8544-GOQSH,At Risk
3363-DTIVD,Champions
7018-WBJNK,At Risk
9142-KZXOP,Loyal Customers
7674-YTAFD,Loyal Customers
6348-SNFUS,Champions
1347-KTTTA,Champions
4195-NZGTA,Lost
7157-SMCFK,Loyal Customers
4709-LKHYG,Loyal Customers
0699-NDKJM,Loyal Customers
9286-BHDQG,Champions
0230-WEQUW,Loyal Customers
2040-LDIWQ,Champions
6496-JDSSB,Lost
4443-EMBNA,Champions
6469-MRVET,At Risk
5961-VUSRV,Lost
6778-JFCMK,At Risk
6341-JVQGF,Loyal Customers
4811-JBUVU,Loyal Customers
0945-TSONX,Champions
2651-ZCBXV,Loyal Customers
3316-UWXUY,Loyal Customers
7083-MIOPC,Loyal Customers
1984-GPTEH,At Risk
0621-JFHOL,Lost
9903-LYSAB,Loyal Customers
9227-UAQFT,At Risk
7301-ABVAD,Loyal Customers
6614-FHDBO,Loyal Customers
7576-ASEJU,Champions
0303-UNCIP,Loyal Customers
0959-WHOKV,Loyal Customers
4075-JFPGR,Loyal Customers
3282-ZISZV,Loyal Customers
3675-YDUPJ,Lost
4111-BNXIF,Loyal Customers
7017-VFHAY,Champions
6655-LHBYW,Loyal Customers
7605-BDWDC,At Risk
1950-KSVVJ,Loyal Customers
0123-CRBRT,Champions
6292-TOSSS,Loyal Customers
7014-ZZXAW,Loyal Customers
7633-MVPUY,Champions
8645-KWHJO,At Risk
4130-MZLCC,Lost
0314-TKOSI,Lost
8229-MYEJZ,At Risk
2080-SRCDE,Lost
9577-WJVCQ,Loyal Customers
6202-DYYFX,At Risk
3808-HFKDE,At Risk
3727-OWVYD,Loyal Customers
2294-SALNE,Loyal Customers
1563-IWQEX,Lost
8203-XJZRC,Lost
6556-DBKZF,Champions
2985-JUUBZ,Loyal Customers
0895-LMRSF,At Risk
8266-VBFQL,Lost
8181-YHCMF,Champions
2240-HSJQD,Loyal Customers
1248-DYXUB,Loyal Customers
4115-BNPJY,Loyal Customers
4091-TVOCN,Loyal Customers
1098-TDVUQ,Lost
7277-OZCGZ,At Risk
1557-EMYVT,Loyal Customers
5027-YOCXN,Champions
3973-SKMLN,Loyal Customers
6745-JEFZB,Loyal Customers
9880-TDQAC,Champions
8705-WZCYL,Lost
7102-JJVTX,Loyal Customers
8626-PTQGE,Loyal Customers
4983-CLMLV,Loyal Customers
9385-EHGDO,Loyal Customers
9498-FIMXL,Lost
2379-GYFLQ,Loyal Customers
2088-IEBAU,Loyal Customers
7982-VCELR,Loyal Customers
6885-PKOAM,Champions
7520-HQWJU,Champions
9639-BUJXT,Loyal Customers
5924-SNGKP,At Risk
8966-SNIZF,Champions
6243-OZGFH,At Risk
0513-RBGPE,Loyal Customers
5160-UXJED,At Risk
8984-EYLLL,Champions
9833-TGFHX,Loyal Customers
9294-TDIPC,Lost
5229-DTFYB,Loyal Customers
0104-PPXDV,Champions
5176-LMJXE,Loyal Customers
3583-KRKMD,At Risk
9069-LGEUL,Loyal Customers
7302-ZHMHP,Lost
9571-EDEBV,Champions
3520-FJGCV,Champions
6563-VRERX,Loyal Customers
6122-EFVKN,At Risk
2805-EDJPQ,Champions
6862-CQUMB,Loyal Customers
7156-MXBJE,Loyal Customers
6158-HDPXZ,Lost
2863-IMQDR,Loyal Customers
5686-CMAWK,At Risk
5651-CRHKQ,Loyal Customers
6583-SZVGP,Loyal Customers
1708-PBBOA,Loyal Customers
8782-LKFPK,Loyal Customers
5522-JBWMO,Lost
3597-MVHJT,At Risk
9967-ATRFS,At Risk
2977-CEBSX,Loyal Customers
5876-QMYLD,Loyal Customers
2277-AXSDC,At Risk
9442-JTWDL,Lost
3067-SVMTC,Champions
5495-GPSRW,At Risk
7606-BPHHN,Loyal Customers
4742-DRORA,Champions
4163-NCJAK,Champions
5233-AOZUF,Loyal Customers
5973-EJGDP,Loyal Customers
7916-VCCPB,Loyal Customers
4686-GEFRM,Champions
5249-QYHEX,Loyal Customers
2233-FAGXV,At Risk
5605-IYGFG,Lost
7663-ZTEGJ,At Risk
3935-TBRZZ,Loyal Customers
8111-BKVDS,Lost
8734-DKSTZ,At Risk
4360-PNRQB,At Risk
6152-ONASV,Champions
7781-HVGMK,Champions
2181-UAESM,Lost
6048-NJXHX,Loyal Customers
2320-SLKMB,At Risk
4980-URKXC,Loyal Customers
4376-KFVRS,Champions
5886-VLQVU,Loyal Customers
3577-AMVUX,Lost
0771-WLCLA,Loyal Customers
0206-TBWLC,Champions
2937-FTHUR,At Risk
1910-FMXJM,Champions
0732-OCQOC,Loyal Customers
5168-MSWXT,At Risk
1090-ESELR,Champions
8592-PLTMQ,Loyal Customers
8847-GEOOQ,Champions
4785-FCIFB,Champions
8313-NDOIA,At Risk
5149-CUZUJ,Loyal Customers
0942-KOWSM,Loyal Customers
4237-CLSMM,At Risk
1452-VOQCH,Lost
4719-UMSIY,Lost
6614-VBEGU,Loyal Customers
2996-XAUVF,Loyal Customers
5968-XQIVE,Champions
8896-RAZCR,At Risk
1304-BCCFO,At Risk
4104-PVRPS,Loyal Customers
4431-EDMIQ,Loyal Customers
0486-LGCCH,At Risk
5168-MQQCA,Champions
7971-HLVXI,Champions
9094-AZPHK,At Risk
3649-JPUGY,Loyal Customers
4472-LVYGI,At Risk
3552-CTCYF,Champions
6778-YSNIH,Lost
6579-JPICP,Lost
4134-BSXLX,Loyal Customers
0505-SPOOW,Champions
4374-YMUSQ,Loyal Customers
3957-HHLMR,Champions
7803-XOCCZ,Loyal Customers
5736-YEJAX,Loyal Customers
8981-FJGLA,At Risk
1135-LMECX,Lost
8535-SFUTN,Loyal Customers
8677-HDZEE,Loyal Customers
2475-MROZF,Loyal Customers
3482-ABPKK,At Risk
7531-GQHME,At Risk
5174-ITUMV,Loyal Customers
0913-XWSCN,Loyal Customers
0750-EBAIU,Loyal Customers
3571-DPYUH,Champions
7601-GNDYK,Loyal Customers
8067-NIOYM,Loyal Customers
1403-GYAFU,Champions
4234-XTNEA,Lost
5348-CAGXB,At Risk
0621-HJWXJ,Champions
5844-QVTAT,Champions
8905-IAZPF,Champions
5394-MEITZ,Champions
6859-QNXIQ,Champions
2782-LFZVW,At Risk
2866-IKBTM,Lost
7129-AZJDE,Loyal Customers
2560-PPCHE,Loyal Customers
8138-EALND,Lost
3580-HYCSP,Champions
1352-HNSAW,Champions
2075-PUEPR,Loyal Customers
1982-FEBTD,At Risk
5791-KAJFD,Champions
2654-VBVPB,Lost
1154-HYWWO,Loyal Customers
2501-XWWTZ,At Risk
3716-UVSPD,Lost
6815-ABQFQ,Champions
7343-EOBEU,At Risk
3701-SFMUH,At Risk
6103-LIANB,Champions
7319-VENRZ,Lost
5846-NEQVZ,Champions
